Strategy,Date,Symbol,Action,Quantity,Price,Reason
combined,2023-05-09 00:00:00+09:00,1579.T,BUY,8,17305.0,N/A
combined,2023-05-09 00:00:00+09:00,1360.T,SELL,206,727.5999755859375,N/A
combined,2023-05-10 00:00:00+09:00,1579.T,BUY,8,17195.0,N/A
combined,2023-05-12 00:00:00+09:00,1579.T,SELL,5,17505.0,N/A
combined,2023-05-12 00:00:00+09:00,1360.T,BUY,139,719.2999877929688,N/A
combined,2023-05-15 00:00:00+09:00,1579.T,SELL,5,17760.0,N/A
combined,2023-05-16 00:00:00+09:00,1579.T,SELL,5,18035.0,N/A
combined,2023-05-16 00:00:00+09:00,1360.T,BUY,143,697.9000244140625,N/A
combined,2023-05-16 00:00:00+09:00,1360.T,SELL,214,697.9000244140625,N/A
combined,2023-05-17 00:00:00+09:00,1579.T,SELL,5,18320.0,N/A
combined,2023-05-17 00:00:00+09:00,1360.T,BUY,145,686.7000122070312,N/A
combined,2023-05-17 00:00:00+09:00,1579.T,BUY,8,18320.0,N/A
combined,2023-05-17 00:00:00+09:00,1360.T,SELL,218,686.7000122070312,N/A
combined,2023-05-18 00:00:00+09:00,1579.T,SELL,5,18920.0,N/A
combined,2023-05-18 00:00:00+09:00,1360.T,BUY,150,663.4000244140625,N/A
combined,2023-05-18 00:00:00+09:00,1579.T,BUY,7,18920.0,N/A
combined,2023-05-19 00:00:00+09:00,1579.T,SELL,5,19215.0,N/A
combined,2023-05-19 00:00:00+09:00,1360.T,BUY,152,654.0,N/A
combined,2023-05-19 00:00:00+09:00,1360.T,SELL,229,654.0,N/A
combined,2023-05-22 00:00:00+09:00,1579.T,SELL,5,19535.0,N/A
combined,2023-05-22 00:00:00+09:00,1360.T,BUY,155,642.2000122070312,N/A
combined,2023-05-22 00:00:00+09:00,1579.T,BUY,7,19535.0,N/A
combined,2023-05-22 00:00:00+09:00,1360.T,SELL,233,642.2000122070312,N/A
combined,2023-05-23 00:00:00+09:00,1579.T,SELL,5,19395.0,N/A
combined,2023-05-23 00:00:00+09:00,1360.T,BUY,154,647.7000122070312,N/A
combined,2023-05-23 00:00:00+09:00,1579.T,BUY,7,19395.0,N/A
combined,2023-05-24 00:00:00+09:00,1579.T,SELL,5,19045.0,N/A
combined,2023-05-24 00:00:00+09:00,1360.T,BUY,151,658.7999877929688,N/A
combined,2023-05-24 00:00:00+09:00,1360.T,SELL,227,658.7999877929688,N/A
combined,2023-05-25 00:00:00+09:00,1579.T,SELL,5,19175.0,N/A
combined,2023-05-25 00:00:00+09:00,1360.T,BUY,152,654.2000122070312,N/A
combined,2023-05-25 00:00:00+09:00,1579.T,BUY,7,19175.0,N/A
combined,2023-05-25 00:00:00+09:00,1360.T,SELL,229,654.2000122070312,N/A
combined,2023-05-26 00:00:00+09:00,1579.T,SELL,5,19360.0,N/A
combined,2023-05-26 00:00:00+09:00,1360.T,BUY,154,647.7000122070312,N/A
combined,2023-05-26 00:00:00+09:00,1579.T,BUY,7,19360.0,N/A
combined,2023-05-29 00:00:00+09:00,1579.T,SELL,5,19750.0,N/A
combined,2023-05-29 00:00:00+09:00,1360.T,BUY,157,634.9000244140625,N/A
combined,2023-05-29 00:00:00+09:00,1360.T,SELL,236,634.9000244140625,N/A
combined,2023-05-30 00:00:00+09:00,1579.T,SELL,5,19820.0,N/A
combined,2023-05-30 00:00:00+09:00,1360.T,BUY,158,631.7999877929688,N/A
combined,2023-05-30 00:00:00+09:00,1579.T,BUY,7,19820.0,N/A
combined,2023-05-30 00:00:00+09:00,1360.T,SELL,237,631.7999877929688,N/A
combined,2023-05-31 00:00:00+09:00,1579.T,SELL,5,19280.0,N/A
combined,2023-05-31 00:00:00+09:00,1360.T,BUY,154,649.2999877929688,N/A
combined,2023-05-31 00:00:00+09:00,1579.T,BUY,7,19280.0,N/A
combined,2023-06-01 00:00:00+09:00,1579.T,SELL,5,19580.0,N/A
combined,2023-06-01 00:00:00+09:00,1360.T,BUY,156,638.5999755859375,N/A
combined,2023-06-01 00:00:00+09:00,1579.T,BUY,7,19580.0,N/A
combined,2023-06-01 00:00:00+09:00,1360.T,SELL,234,638.5999755859375,N/A
combined,2023-06-02 00:00:00+09:00,1579.T,SELL,4,20080.0,N/A
combined,2023-06-02 00:00:00+09:00,1360.T,BUY,160,622.2000122070312,N/A
combined,2023-06-02 00:00:00+09:00,1360.T,SELL,241,622.2000122070312,N/A
combined,2023-06-05 00:00:00+09:00,1579.T,SELL,4,20955.0,N/A
combined,2023-06-05 00:00:00+09:00,1360.T,BUY,167,595.7999877929688,N/A
combined,2023-06-05 00:00:00+09:00,1579.T,BUY,7,20955.0,N/A
combined,2023-06-06 00:00:00+09:00,1579.T,SELL,4,21350.0,N/A
combined,2023-06-06 00:00:00+09:00,1360.T,BUY,171,583.9000244140625,N/A
combined,2023-06-06 00:00:00+09:00,1360.T,SELL,256,583.9000244140625,N/A
combined,2023-06-07 00:00:00+09:00,1579.T,BUY,7,20575.0,N/A
combined,2023-06-13 00:00:00+09:00,1579.T,SELL,4,22005.0,N/A
combined,2023-06-13 00:00:00+09:00,1360.T,BUY,177,563.5999755859375,N/A
combined,2023-06-13 00:00:00+09:00,1360.T,SELL,266,563.5999755859375,N/A
combined,2023-06-14 00:00:00+09:00,1579.T,SELL,4,22635.0,N/A
combined,2023-06-14 00:00:00+09:00,1360.T,BUY,182,547.7000122070312,N/A
combined,2023-06-14 00:00:00+09:00,1579.T,BUY,6,22635.0,N/A
combined,2023-06-15 00:00:00+09:00,1579.T,SELL,4,22590.0,N/A
combined,2023-06-15 00:00:00+09:00,1360.T,BUY,182,548.2999877929688,N/A
combined,2023-06-15 00:00:00+09:00,1360.T,SELL,273,548.2999877929688,N/A
combined,2023-06-16 00:00:00+09:00,1579.T,SELL,4,22950.0,N/A
combined,2023-06-16 00:00:00+09:00,1360.T,BUY,185,540.0,N/A
combined,2023-06-16 00:00:00+09:00,1579.T,BUY,6,22950.0,N/A
combined,2023-06-16 00:00:00+09:00,1360.T,SELL,277,540.0,N/A
combined,2023-06-19 00:00:00+09:00,1579.T,BUY,6,22465.0,N/A
combined,2023-06-20 00:00:00+09:00,1579.T,SELL,4,22440.0,N/A
combined,2023-06-20 00:00:00+09:00,1360.T,BUY,181,552.2000122070312,N/A
combined,2023-06-21 00:00:00+09:00,1579.T,SELL,4,22730.0,N/A
combined,2023-06-21 00:00:00+09:00,1360.T,BUY,183,544.5999755859375,N/A
combined,2023-06-21 00:00:00+09:00,1360.T,SELL,275,544.5999755859375,N/A
combined,2023-06-22 00:00:00+09:00,1579.T,BUY,6,22310.0,N/A
combined,2023-07-10 00:00:00+09:00,1579.T,BUY,4,20945.0,N/A
combined,2023-07-13 00:00:00+09:00,1579.T,SELL,9,21200.0,N/A
combined,2023-07-14 00:00:00+09:00,1360.T,BUY,345,579.7000122070312,N/A
combined,2023-07-31 00:00:00+09:00,1360.T,SELL,272,550.7000122070312,N/A
combined,2023-08-01 00:00:00+09:00,1360.T,BUY,184,541.7000122070312,N/A
combined,2023-08-02 00:00:00+09:00,1360.T,SELL,264,566.5,N/A
combined,2023-08-07 00:00:00+09:00,1579.T,SELL,7,20935.0,N/A
combined,2023-08-08 00:00:00+09:00,1579.T,SELL,7,21040.0,N/A
combined,2023-08-09 00:00:00+09:00,1579.T,SELL,7,20845.0,N/A
combined,2023-08-09 00:00:00+09:00,1360.T,BUY,342,583.4000244140625,N/A
combined,2023-08-10 00:00:00+09:00,1579.T,SELL,7,21220.0,N/A
combined,2023-08-14 00:00:00+09:00,1579.T,SELL,7,20660.0,N/A
combined,2023-08-14 00:00:00+09:00,1360.T,BUY,255,587.5,N/A
combined,2023-08-15 00:00:00+09:00,1360.T,BUY,257,581.5999755859375,N/A
combined,2023-08-16 00:00:00+09:00,1360.T,BUY,250,598.0,N/A
combined,2023-08-17 00:00:00+09:00,1360.T,BUY,247,605.0,N/A
combined,2023-08-18 00:00:00+09:00,1360.T,BUY,245,610.2000122070312,N/A
combined,2023-08-21 00:00:00+09:00,1360.T,SELL,164,606.7999877929688,N/A
combined,2023-08-22 00:00:00+09:00,1579.T,BUY,4,20400.0,N/A
combined,2023-08-22 00:00:00+09:00,1360.T,SELL,168,594.5,N/A
combined,2023-08-22 00:00:00+09:00,1579.T,SELL,7,20400.0,N/A
combined,2023-08-22 00:00:00+09:00,1360.T,BUY,252,594.5,N/A
combined,2023-09-01 00:00:00+09:00,1360.T,SELL,267,561.4000244140625,N/A
combined,2023-09-04 00:00:00+09:00,1579.T,BUY,6,21750.0,N/A
combined,2023-09-04 00:00:00+09:00,1360.T,SELL,360,555.0,N/A
combined,2023-09-04 00:00:00+09:00,1579.T,SELL,4,21750.0,N/A
combined,2023-09-04 00:00:00+09:00,1360.T,BUY,180,555.0,N/A
combined,2023-09-05 00:00:00+09:00,1579.T,BUY,9,21855.0,N/A
combined,2023-09-05 00:00:00+09:00,1360.T,SELL,271,552.0999755859375,N/A
combined,2023-09-06 00:00:00+09:00,1579.T,SELL,4,22185.0,N/A
combined,2023-09-06 00:00:00+09:00,1360.T,BUY,183,543.9000244140625,N/A
combined,2023-09-06 00:00:00+09:00,1579.T,BUY,6,22185.0,N/A
combined,2023-09-06 00:00:00+09:00,1360.T,SELL,275,543.9000244140625,N/A
combined,2023-09-07 00:00:00+09:00,1579.T,SELL,4,21845.0,N/A
combined,2023-09-07 00:00:00+09:00,1360.T,BUY,181,551.2999877929688,N/A
combined,2023-09-07 00:00:00+09:00,1579.T,BUY,6,21845.0,N/A
combined,2023-09-07 00:00:00+09:00,1360.T,SELL,272,551.2999877929688,N/A
combined,2023-09-08 00:00:00+09:00,1579.T,BUY,7,21335.0,N/A
combined,2023-09-08 00:00:00+09:00,1360.T,SELL,265,565.0,N/A
combined,2023-09-11 00:00:00+09:00,1579.T,BUY,7,21165.0,N/A
combined,2023-09-11 00:00:00+09:00,1360.T,SELL,263,569.2000122070312,N/A
combined,2023-09-12 00:00:00+09:00,1579.T,BUY,6,21560.0,N/A
combined,2023-09-13 00:00:00+09:00,1579.T,BUY,6,21455.0,N/A
combined,2023-09-14 00:00:00+09:00,1579.T,SELL,4,22105.0,N/A
combined,2023-09-14 00:00:00+09:00,1360.T,BUY,183,543.5999755859375,N/A
combined,2023-09-14 00:00:00+09:00,1360.T,SELL,275,543.5999755859375,N/A
combined,2023-09-15 00:00:00+09:00,1579.T,SELL,4,22595.0,N/A
combined,2023-09-15 00:00:00+09:00,1360.T,BUY,187,532.2000122070312,N/A
combined,2023-09-15 00:00:00+09:00,1579.T,BUY,6,22595.0,N/A
combined,2023-09-19 00:00:00+09:00,1360.T,SELL,276,542.0,N/A
combined,2023-09-20 00:00:00+09:00,1579.T,BUY,6,21880.0,N/A
combined,2023-09-28 00:00:00+09:00,1579.T,SELL,7,20595.0,N/A
combined,2023-09-29 00:00:00+09:00,1579.T,SELL,7,20620.0,N/A
combined,2023-09-29 00:00:00+09:00,1360.T,BUY,257,581.4000244140625,N/A
combined,2023-10-02 00:00:00+09:00,1579.T,SELL,9,20520.0,N/A
combined,2023-10-02 00:00:00+09:00,1360.T,BUY,256,584.2999877929688,N/A
combined,2023-10-03 00:00:00+09:00,1579.T,BUY,5,19765.0,N/A
combined,2023-10-03 00:00:00+09:00,1360.T,SELL,165,604.5999755859375,N/A
combined,2023-10-03 00:00:00+09:00,1579.T,SELL,7,19765.0,N/A
combined,2023-10-03 00:00:00+09:00,1360.T,BUY,330,604.5999755859375,N/A
combined,2023-10-04 00:00:00+09:00,1579.T,BUY,5,18925.0,N/A
combined,2023-10-04 00:00:00+09:00,1360.T,SELL,158,631.4000244140625,N/A
combined,2023-10-04 00:00:00+09:00,1579.T,SELL,7,18925.0,N/A
combined,2023-10-04 00:00:00+09:00,1360.T,BUY,237,631.4000244140625,N/A
combined,2023-10-05 00:00:00+09:00,1579.T,BUY,5,19580.0,N/A
combined,2023-10-05 00:00:00+09:00,1360.T,SELL,164,609.0,N/A
combined,2023-10-05 00:00:00+09:00,1579.T,SELL,7,19580.0,N/A
combined,2023-10-05 00:00:00+09:00,1360.T,BUY,246,609.0,N/A
combined,2023-10-06 00:00:00+09:00,1579.T,BUY,5,19515.0,N/A
combined,2023-10-06 00:00:00+09:00,1360.T,SELL,163,610.5,N/A
combined,2023-10-06 00:00:00+09:00,1579.T,SELL,7,19515.0,N/A
combined,2023-10-06 00:00:00+09:00,1360.T,BUY,245,610.5,N/A
combined,2023-10-10 00:00:00+09:00,1579.T,SELL,7,20430.0,N/A
combined,2023-10-10 00:00:00+09:00,1360.T,BUY,257,581.5,N/A
combined,2023-10-11 00:00:00+09:00,1579.T,SELL,7,20680.0,N/A
combined,2023-10-11 00:00:00+09:00,1360.T,BUY,260,574.9000244140625,N/A
combined,2023-11-06 00:00:00+09:00,1360.T,BUY,184,542.0,N/A
combined,2023-11-07 00:00:00+09:00,1360.T,SELL,269,556.5,N/A
combined,2023-11-08 00:00:00+09:00,1579.T,BUY,7,20860.0,N/A
combined,2023-11-08 00:00:00+09:00,1360.T,SELL,357,559.7000122070312,N/A
combined,2023-11-09 00:00:00+09:00,1579.T,BUY,9,21545.0,N/A
combined,2023-11-09 00:00:00+09:00,1360.T,SELL,276,542.0,N/A
combined,2023-11-10 00:00:00+09:00,1579.T,BUY,7,21420.0,N/A
combined,2023-11-10 00:00:00+09:00,1360.T,SELL,275,544.7000122070312,N/A
combined,2023-11-13 00:00:00+09:00,1579.T,BUY,7,21395.0,N/A
combined,2023-11-13 00:00:00+09:00,1360.T,SELL,274,545.7999877929688,N/A
combined,2023-11-14 00:00:00+09:00,1579.T,BUY,6,21580.0,N/A
combined,2023-11-15 00:00:00+09:00,1579.T,SELL,4,22640.0,N/A
combined,2023-11-15 00:00:00+09:00,1360.T,BUY,194,513.9000244140625,N/A
combined,2023-11-15 00:00:00+09:00,1360.T,SELL,291,513.9000244140625,N/A
combined,2023-11-16 00:00:00+09:00,1579.T,SELL,4,22480.0,N/A
combined,2023-11-16 00:00:00+09:00,1360.T,BUY,193,517.7000122070312,N/A
combined,2023-11-16 00:00:00+09:00,1579.T,BUY,6,22480.0,N/A
combined,2023-11-17 00:00:00+09:00,1579.T,SELL,4,22710.0,N/A
combined,2023-11-17 00:00:00+09:00,1360.T,BUY,195,512.7000122070312,N/A
combined,2023-11-17 00:00:00+09:00,1360.T,SELL,292,512.7000122070312,N/A
combined,2023-11-20 00:00:00+09:00,1579.T,SELL,4,22430.0,N/A
combined,2023-11-20 00:00:00+09:00,1360.T,BUY,192,518.7000122070312,N/A
combined,2023-11-20 00:00:00+09:00,1579.T,BUY,6,22430.0,N/A
combined,2023-11-20 00:00:00+09:00,1360.T,SELL,289,518.7000122070312,N/A
combined,2023-11-21 00:00:00+09:00,1579.T,SELL,4,22435.0,N/A
combined,2023-11-21 00:00:00+09:00,1360.T,BUY,192,519.2000122070312,N/A
combined,2023-11-21 00:00:00+09:00,1579.T,BUY,6,22435.0,N/A
combined,2023-11-22 00:00:00+09:00,1579.T,SELL,4,22515.0,N/A
combined,2023-11-22 00:00:00+09:00,1360.T,BUY,193,516.2999877929688,N/A
combined,2023-11-22 00:00:00+09:00,1360.T,SELL,290,516.2999877929688,N/A
combined,2023-11-24 00:00:00+09:00,1579.T,SELL,4,22785.0,N/A
combined,2023-11-24 00:00:00+09:00,1360.T,BUY,195,510.6000061035156,N/A
combined,2023-11-24 00:00:00+09:00,1579.T,BUY,6,22785.0,N/A
combined,2023-11-24 00:00:00+09:00,1360.T,SELL,293,510.6000061035156,N/A
combined,2023-11-27 00:00:00+09:00,1579.T,BUY,6,22500.0,N/A
combined,2023-11-28 00:00:00+09:00,1579.T,SELL,4,22490.0,N/A
combined,2023-11-28 00:00:00+09:00,1360.T,BUY,193,517.2999877929688,N/A
combined,2023-11-29 00:00:00+09:00,1579.T,SELL,4,22340.0,N/A
combined,2023-11-29 00:00:00+09:00,1360.T,BUY,192,520.0,N/A
combined,2023-11-29 00:00:00+09:00,1360.T,SELL,288,520.0,N/A
combined,2023-11-30 00:00:00+09:00,1579.T,BUY,6,22530.0,N/A
combined,2023-12-07 00:00:00+09:00,1579.T,SELL,4,21760.0,N/A
combined,2023-12-08 00:00:00+09:00,1579.T,BUY,4,20980.0,N/A
combined,2023-12-14 00:00:00+09:00,1579.T,SELL,9,21460.0,N/A
combined,2023-12-15 00:00:00+09:00,1360.T,BUY,379,527.5,N/A
combined,2023-12-26 00:00:00+09:00,1360.T,SELL,290,516.4000244140625,N/A
combined,2023-12-27 00:00:00+09:00,1579.T,BUY,6,22780.0,N/A
combined,2024-01-10 00:00:00+09:00,1579.T,SELL,4,23925.0,N/A
combined,2024-01-10 00:00:00+09:00,1360.T,BUY,208,479.0,N/A
combined,2024-01-10 00:00:00+09:00,1360.T,SELL,313,479.0,N/A
combined,2024-01-11 00:00:00+09:00,1579.T,SELL,4,24795.0,N/A
combined,2024-01-11 00:00:00+09:00,1360.T,BUY,216,461.6000061035156,N/A
combined,2024-01-11 00:00:00+09:00,1579.T,BUY,6,24795.0,N/A
combined,2024-01-11 00:00:00+09:00,1360.T,SELL,324,461.6000061035156,N/A
combined,2024-01-12 00:00:00+09:00,1579.T,SELL,3,25450.0,N/A
combined,2024-01-12 00:00:00+09:00,1360.T,BUY,223,448.20001220703125,N/A
combined,2024-01-12 00:00:00+09:00,1579.T,BUY,5,25450.0,N/A
combined,2024-01-15 00:00:00+09:00,1579.T,SELL,3,25580.0,N/A
combined,2024-01-15 00:00:00+09:00,1360.T,BUY,223,446.70001220703125,N/A
combined,2024-01-15 00:00:00+09:00,1360.T,SELL,335,446.70001220703125,N/A
combined,2024-01-16 00:00:00+09:00,1579.T,SELL,3,25570.0,N/A
combined,2024-01-16 00:00:00+09:00,1360.T,BUY,224,445.8999938964844,N/A
combined,2024-01-16 00:00:00+09:00,1579.T,BUY,5,25570.0,N/A
combined,2024-01-16 00:00:00+09:00,1360.T,SELL,336,445.8999938964844,N/A
combined,2024-01-17 00:00:00+09:00,1579.T,SELL,3,25350.0,N/A
combined,2024-01-17 00:00:00+09:00,1360.T,BUY,221,450.5,N/A
combined,2024-01-17 00:00:00+09:00,1579.T,BUY,5,25350.0,N/A
combined,2024-01-18 00:00:00+09:00,1579.T,SELL,3,25295.0,N/A
combined,2024-01-18 00:00:00+09:00,1360.T,BUY,221,451.20001220703125,N/A
combined,2024-01-18 00:00:00+09:00,1360.T,SELL,332,451.20001220703125,N/A
combined,2024-01-19 00:00:00+09:00,1579.T,SELL,3,26045.0,N/A
combined,2024-01-19 00:00:00+09:00,1360.T,BUY,228,438.1000061035156,N/A
combined,2024-01-19 00:00:00+09:00,1579.T,BUY,5,26045.0,N/A
combined,2024-01-19 00:00:00+09:00,1360.T,SELL,342,438.1000061035156,N/A
combined,2024-01-22 00:00:00+09:00,1579.T,SELL,3,26890.0,N/A
combined,2024-01-22 00:00:00+09:00,1360.T,BUY,236,423.5,N/A
combined,2024-01-23 00:00:00+09:00,1579.T,SELL,3,26820.0,N/A
combined,2024-01-23 00:00:00+09:00,1360.T,BUY,235,424.70001220703125,N/A
combined,2024-01-23 00:00:00+09:00,1360.T,SELL,353,424.70001220703125,N/A
combined,2024-01-24 00:00:00+09:00,1579.T,SELL,3,26395.0,N/A
combined,2024-01-24 00:00:00+09:00,1360.T,BUY,231,431.79998779296875,N/A
combined,2024-01-24 00:00:00+09:00,1579.T,BUY,5,26395.0,N/A
combined,2024-01-24 00:00:00+09:00,1360.T,SELL,347,431.79998779296875,N/A
combined,2024-01-25 00:00:00+09:00,1579.T,SELL,3,26410.0,N/A
combined,2024-01-25 00:00:00+09:00,1360.T,BUY,232,430.6000061035156,N/A
combined,2024-01-25 00:00:00+09:00,1579.T,BUY,5,26410.0,N/A
combined,2024-01-26 00:00:00+09:00,1579.T,SELL,3,25650.0,N/A
combined,2024-01-26 00:00:00+09:00,1360.T,BUY,225,442.79998779296875,N/A
combined,2024-01-26 00:00:00+09:00,1360.T,SELL,338,442.79998779296875,N/A
combined,2024-01-29 00:00:00+09:00,1579.T,SELL,3,26075.0,N/A
combined,2024-01-29 00:00:00+09:00,1360.T,BUY,229,435.3999938964844,N/A
combined,2024-01-29 00:00:00+09:00,1579.T,BUY,5,26075.0,N/A
combined,2024-01-29 00:00:00+09:00,1360.T,SELL,344,435.3999938964844,N/A
combined,2024-01-30 00:00:00+09:00,1579.T,SELL,3,26115.0,N/A
combined,2024-01-30 00:00:00+09:00,1360.T,BUY,229,435.20001220703125,N/A
combined,2024-02-08 00:00:00+09:00,1579.T,SELL,3,27315.0,N/A
combined,2024-02-08 00:00:00+09:00,1360.T,BUY,241,414.5,N/A
combined,2024-02-13 00:00:00+09:00,1579.T,SELL,3,29015.0,N/A
combined,2024-02-13 00:00:00+09:00,1360.T,BUY,255,391.20001220703125,N/A
combined,2024-02-13 00:00:00+09:00,1579.T,BUY,5,29015.0,N/A
combined,2024-02-13 00:00:00+09:00,1360.T,SELL,383,391.20001220703125,N/A
combined,2024-02-14 00:00:00+09:00,1579.T,SELL,3,28675.0,N/A
combined,2024-02-14 00:00:00+09:00,1360.T,BUY,253,394.70001220703125,N/A
combined,2024-02-14 00:00:00+09:00,1579.T,BUY,5,28675.0,N/A
combined,2024-02-14 00:00:00+09:00,1360.T,SELL,380,394.70001220703125,N/A
combined,2024-02-15 00:00:00+09:00,1579.T,SELL,3,29200.0,N/A
combined,2024-02-15 00:00:00+09:00,1360.T,BUY,259,385.20001220703125,N/A
combined,2024-02-15 00:00:00+09:00,1579.T,BUY,5,29200.0,N/A
combined,2024-02-15 00:00:00+09:00,1360.T,SELL,389,385.20001220703125,N/A
combined,2024-02-16 00:00:00+09:00,1579.T,SELL,3,29735.0,N/A
combined,2024-02-16 00:00:00+09:00,1360.T,BUY,263,378.79998779296875,N/A
combined,2024-02-16 00:00:00+09:00,1579.T,BUY,5,29735.0,N/A
combined,2024-02-19 00:00:00+09:00,1579.T,SELL,3,29650.0,N/A
combined,2024-02-20 00:00:00+09:00,1579.T,SELL,3,29580.0,N/A
combined,2024-02-20 00:00:00+09:00,1360.T,BUY,262,380.6000061035156,N/A
combined,2024-02-20 00:00:00+09:00,1360.T,SELL,394,380.6000061035156,N/A
combined,2024-02-21 00:00:00+09:00,1579.T,SELL,3,29355.0,N/A
combined,2024-02-21 00:00:00+09:00,1360.T,BUY,261,382.8999938964844,N/A
combined,2024-02-21 00:00:00+09:00,1579.T,BUY,5,29355.0,N/A
combined,2024-02-21 00:00:00+09:00,1360.T,SELL,391,382.8999938964844,N/A
combined,2024-02-22 00:00:00+09:00,1579.T,SELL,3,30640.0,N/A
combined,2024-02-22 00:00:00+09:00,1360.T,BUY,273,366.1000061035156,N/A
combined,2024-02-22 00:00:00+09:00,1579.T,BUY,4,30640.0,N/A
combined,2024-02-26 00:00:00+09:00,1579.T,SELL,3,30780.0,N/A
combined,2024-02-26 00:00:00+09:00,1360.T,BUY,274,364.5,N/A
combined,2024-02-26 00:00:00+09:00,1360.T,SELL,411,364.5,N/A
combined,2024-02-27 00:00:00+09:00,1579.T,SELL,3,30860.0,N/A
combined,2024-02-27 00:00:00+09:00,1360.T,BUY,275,363.6000061035156,N/A
combined,2024-02-27 00:00:00+09:00,1579.T,BUY,4,30860.0,N/A
combined,2024-02-27 00:00:00+09:00,1360.T,SELL,412,363.6000061035156,N/A
combined,2024-02-28 00:00:00+09:00,1579.T,SELL,3,30800.0,N/A
combined,2024-02-28 00:00:00+09:00,1360.T,BUY,274,364.1000061035156,N/A
combined,2024-02-28 00:00:00+09:00,1579.T,BUY,4,30800.0,N/A
combined,2024-02-29 00:00:00+09:00,1579.T,SELL,3,30790.0,N/A
combined,2024-02-29 00:00:00+09:00,1360.T,BUY,274,364.70001220703125,N/A
combined,2024-02-29 00:00:00+09:00,1360.T,SELL,411,364.70001220703125,N/A
combined,2024-03-01 00:00:00+09:00,1579.T,SELL,3,31970.0,N/A
combined,2024-03-01 00:00:00+09:00,1360.T,BUY,284,351.0,N/A
combined,2024-03-01 00:00:00+09:00,1579.T,BUY,4,31970.0,N/A
combined,2024-03-01 00:00:00+09:00,1360.T,SELL,427,351.0,N/A
combined,2024-03-04 00:00:00+09:00,1579.T,SELL,3,32220.0,N/A
combined,2024-03-04 00:00:00+09:00,1360.T,BUY,287,347.3999938964844,N/A
combined,2024-03-04 00:00:00+09:00,1579.T,BUY,4,32220.0,N/A
combined,2024-03-05 00:00:00+09:00,1579.T,SELL,3,32280.0,N/A
combined,2024-03-05 00:00:00+09:00,1360.T,BUY,287,347.29998779296875,N/A
combined,2024-03-05 00:00:00+09:00,1579.T,BUY,4,32280.0,N/A
combined,2024-03-05 00:00:00+09:00,1360.T,SELL,431,347.29998779296875,N/A
combined,2024-03-06 00:00:00+09:00,1579.T,SELL,3,32230.0,N/A
combined,2024-03-06 00:00:00+09:00,1360.T,BUY,288,347.20001220703125,N/A
combined,2024-03-06 00:00:00+09:00,1579.T,BUY,4,32230.0,N/A
combined,2024-03-06 00:00:00+09:00,1360.T,SELL,432,347.20001220703125,N/A
combined,2024-03-07 00:00:00+09:00,1579.T,SELL,3,31380.0,N/A
combined,2024-03-07 00:00:00+09:00,1360.T,BUY,280,356.29998779296875,N/A
combined,2024-03-07 00:00:00+09:00,1579.T,BUY,4,31380.0,N/A
combined,2024-03-07 00:00:00+09:00,1360.T,SELL,280,356.29998779296875,N/A
combined,2024-03-08 00:00:00+09:00,1579.T,SELL,3,31560.0,N/A
combined,2024-03-08 00:00:00+09:00,1360.T,BUY,282,354.3999938964844,N/A
combined,2024-03-08 00:00:00+09:00,1360.T,SELL,282,354.3999938964844,N/A
combined,2024-03-21 00:00:00+09:00,1579.T,SELL,3,33270.0,N/A
combined,2024-03-21 00:00:00+09:00,1360.T,BUY,300,332.70001220703125,N/A
combined,2024-03-22 00:00:00+09:00,1579.T,SELL,2,33440.0,N/A
combined,2024-03-22 00:00:00+09:00,1360.T,BUY,301,331.6000061035156,N/A
combined,2024-03-22 00:00:00+09:00,1579.T,BUY,4,33440.0,N/A
combined,2024-04-05 00:00:00+09:00,1579.T,SELL,3,30710.0,N/A
combined,2024-04-12 00:00:00+09:00,1579.T,SELL,6,31570.0,N/A
combined,2024-04-16 00:00:00+09:00,1579.T,BUY,3,29880.0,N/A
combined,2024-04-16 00:00:00+09:00,1360.T,SELL,271,367.70001220703125,N/A
combined,2024-04-16 00:00:00+09:00,1360.T,BUY,543,367.70001220703125,N/A
combined,2024-04-17 00:00:00+09:00,1579.T,BUY,3,29100.0,N/A
combined,2024-04-17 00:00:00+09:00,1360.T,SELL,265,376.6000061035156,N/A
combined,2024-04-17 00:00:00+09:00,1579.T,SELL,5,29100.0,N/A
combined,2024-04-18 00:00:00+09:00,1579.T,BUY,3,29255.0,N/A
combined,2024-04-18 00:00:00+09:00,1360.T,SELL,266,375.0,N/A
combined,2024-04-18 00:00:00+09:00,1579.T,SELL,5,29255.0,N/A
combined,2024-04-18 00:00:00+09:00,1360.T,BUY,400,375.0,N/A
combined,2024-04-19 00:00:00+09:00,1579.T,BUY,3,27705.0,N/A
combined,2024-04-19 00:00:00+09:00,1360.T,SELL,253,394.29998779296875,N/A
combined,2024-04-19 00:00:00+09:00,1579.T,SELL,5,27705.0,N/A
combined,2024-04-19 00:00:00+09:00,1360.T,BUY,380,394.29998779296875,N/A
combined,2024-04-22 00:00:00+09:00,1579.T,BUY,3,28305.0,N/A
combined,2024-04-22 00:00:00+09:00,1579.T,SELL,5,28305.0,N/A
combined,2024-04-22 00:00:00+09:00,1360.T,BUY,389,385.29998779296875,N/A
combined,2024-04-23 00:00:00+09:00,1579.T,SELL,5,28365.0,N/A
combined,2024-04-23 00:00:00+09:00,1360.T,BUY,390,384.29998779296875,N/A
