Strategy,Date,Portfolio Value,Cash
mean_reversion,2023-01-04 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-01-05 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-01-06 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-01-10 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-01-11 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-01-12 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-01-13 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-01-16 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-01-17 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-01-18 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-01-19 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-01-20 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-01-23 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-01-24 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-01-25 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-01-26 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-01-27 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-01-30 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-01-31 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-02-01 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-02-02 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-02-03 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-02-06 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-02-07 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-02-08 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-02-09 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-02-10 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-02-13 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-02-14 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-02-15 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-02-16 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-02-17 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-02-20 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-02-21 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-02-22 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-02-24 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-02-27 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-02-28 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-03-01 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-03-02 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-03-03 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-03-06 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-03-07 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-03-08 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-03-09 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-03-10 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-03-13 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-03-14 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-03-15 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-03-16 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-03-17 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-03-20 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-03-22 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-03-23 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-03-24 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-03-27 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-03-28 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-03-29 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-03-30 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-03-31 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-04-03 00:00:00+09:00,1000000.0,1000000.0
mean_reversion,2023-04-04 00:00:00+09:00,1000000.0,900749.5
mean_reversion,2023-04-05 00:00:00+09:00,1003162.3031005859,900749.5
mean_reversion,2023-04-06 00:00:00+09:00,1005689.598449707,900749.5
mean_reversion,2023-04-07 00:00:00+09:00,1005600.6968994141,900749.5
mean_reversion,2023-04-10 00:00:00+09:00,1004457.6968994141,900749.5
mean_reversion,2023-04-11 00:00:00+09:00,1002247.901550293,900749.5
mean_reversion,2023-04-12 00:00:00+09:00,1001130.3031005859,900749.5
mean_reversion,2023-04-13 00:00:00+09:00,1000838.1968994141,801448.9030761719
mean_reversion,2023-04-14 00:00:00+09:00,996005.9030761719,701478.9030761719
mean_reversion,2023-04-17 00:00:00+09:00,995048.4030761719,601833.9030761719
mean_reversion,2023-04-18 00:00:00+09:00,991200.9030761719,502404.9030761719
mean_reversion,2023-04-19 00:00:00+09:00,993454.9030761719,502404.9030761719
mean_reversion,2023-04-20 00:00:00+09:00,991716.0952148438,502404.9030761719
mean_reversion,2023-04-21 00:00:00+09:00,994678.5187988281,502404.9030761719
mean_reversion,2023-04-24 00:00:00+09:00,994098.9030761719,502404.9030761719
mean_reversion,2023-04-25 00:00:00+09:00,991909.2873535156,402831.80627441406
mean_reversion,2023-04-26 00:00:00+09:00,1000356.8062744141,303372.80627441406
mean_reversion,2023-04-27 00:00:00+09:00,999362.4283447266,204055.703125
mean_reversion,2023-04-28 00:00:00+09:00,976223.203125,104638.203125
mean_reversion,2023-05-01 00:00:00+09:00,959549.4173583984,4923.00146484375
mean_reversion,2023-05-02 00:00:00+09:00,958898.4173583984,4923.00146484375
mean_reversion,2023-05-08 00:00:00+09:00,971137.1696777344,4923.00146484375
mean_reversion,2023-05-09 00:00:00+09:00,952258.1696777344,4923.00146484375
mean_reversion,2023-05-10 00:00:00+09:00,959419.1696777344,4923.00146484375
mean_reversion,2023-05-11 00:00:00+09:00,958768.1696777344,4923.00146484375
mean_reversion,2023-05-12 00:00:00+09:00,941451.5855712891,4923.00146484375
mean_reversion,2023-05-15 00:00:00+09:00,927650.4173583984,4923.00146484375
mean_reversion,2023-05-16 00:00:00+09:00,913588.8332519531,4923.00146484375
mean_reversion,2023-05-17 00:00:00+09:00,899006.4173583984,4923.00146484375
mean_reversion,2023-05-18 00:00:00+09:00,868669.8332519531,4923.00146484375
mean_reversion,2023-05-19 00:00:00+09:00,856431.0014648438,4923.00146484375
mean_reversion,2023-05-22 00:00:00+09:00,841067.4173583984,4923.00146484375
mean_reversion,2023-05-23 00:00:00+09:00,848228.4173583984,4923.00146484375
mean_reversion,2023-05-24 00:00:00+09:00,862680.5855712891,4923.00146484375
mean_reversion,2023-05-25 00:00:00+09:00,856691.4173583984,4923.00146484375
mean_reversion,2023-05-26 00:00:00+09:00,848228.4173583984,4923.00146484375
mean_reversion,2023-05-29 00:00:00+09:00,831562.8332519531,4923.00146484375
mean_reversion,2023-05-30 00:00:00+09:00,827526.5855712891,4923.00146484375
mean_reversion,2023-05-31 00:00:00+09:00,850311.5855712891,4923.00146484375
mean_reversion,2023-06-01 00:00:00+09:00,836380.1696777344,4923.00146484375
mean_reversion,2023-06-02 00:00:00+09:00,815027.4173583984,4923.00146484375
mean_reversion,2023-06-05 00:00:00+09:00,780654.5855712891,4923.00146484375
mean_reversion,2023-06-06 00:00:00+09:00,765160.8332519531,4923.00146484375
mean_reversion,2023-06-07 00:00:00+09:00,794195.4173583984,4923.00146484375
mean_reversion,2023-06-08 00:00:00+09:00,807345.5855712891,4923.00146484375
mean_reversion,2023-06-09 00:00:00+09:00,776618.4173583984,4923.00146484375
mean_reversion,2023-06-12 00:00:00+09:00,766723.1696777344,4923.00146484375
mean_reversion,2023-06-13 00:00:00+09:00,738730.1696777344,4923.00146484375
mean_reversion,2023-06-14 00:00:00+09:00,718028.4173583984,4923.00146484375
mean_reversion,2023-06-15 00:00:00+09:00,718809.5855712891,4923.00146484375
mean_reversion,2023-06-16 00:00:00+09:00,708003.0014648438,4923.00146484375
mean_reversion,2023-06-19 00:00:00+09:00,722976.0014648438,4923.00146484375
mean_reversion,2023-06-20 00:00:00+09:00,723887.4173583984,4923.00146484375
mean_reversion,2023-06-21 00:00:00+09:00,713992.1696777344,4923.00146484375
mean_reversion,2023-06-22 00:00:00+09:00,727402.8332519531,4923.00146484375
mean_reversion,2023-06-23 00:00:00+09:00,749667.0014648438,4923.00146484375
mean_reversion,2023-06-26 00:00:00+09:00,752010.5855712891,4923.00146484375
mean_reversion,2023-06-27 00:00:00+09:00,759952.8332519531,4923.00146484375
mean_reversion,2023-06-28 00:00:00+09:00,731048.4173583984,4923.00146484375
mean_reversion,2023-06-29 00:00:00+09:00,725840.4173583984,4923.00146484375
mean_reversion,2023-06-30 00:00:00+09:00,727272.5855712891,4923.00146484375
mean_reversion,2023-07-03 00:00:00+09:00,703966.8332519531,4923.00146484375
mean_reversion,2023-07-04 00:00:00+09:00,718028.4173583984,4923.00146484375
mean_reversion,2023-07-05 00:00:00+09:00,721153.1696777344,4923.00146484375
mean_reversion,2023-07-06 00:00:00+09:00,746151.5855712891,4923.00146484375
mean_reversion,2023-07-07 00:00:00+09:00,761515.1696777344,4923.00146484375
mean_reversion,2023-07-10 00:00:00+09:00,769717.8332519531,104781.00561523438
mean_reversion,2023-07-11 00:00:00+09:00,770397.0056152344,104781.00561523438
mean_reversion,2023-07-12 00:00:00+09:00,781717.0056152344,122467.00561523438
mean_reversion,2023-07-13 00:00:00+09:00,766677.5173950195,122467.00561523438
mean_reversion,2023-07-14 00:00:00+09:00,766537.5173950195,122467.00561523438
mean_reversion,2023-07-18 00:00:00+09:00,763833.0291748047,122467.00561523438
mean_reversion,2023-07-19 00:00:00+09:00,753823.4820556641,122467.00561523438
mean_reversion,2023-07-20 00:00:00+09:00,763918.9938354492,122467.00561523438
mean_reversion,2023-07-21 00:00:00+09:00,768330.0173950195,122467.00561523438
mean_reversion,2023-07-24 00:00:00+09:00,757149.5056152344,122467.00561523438
mean_reversion,2023-07-25 00:00:00+09:00,757605.0173950195,122467.00561523438
mean_reversion,2023-07-26 00:00:00+09:00,757448.4820556641,122467.00561523438
mean_reversion,2023-07-27 00:00:00+09:00,750855.5291748047,122467.00561523438
mean_reversion,2023-07-28 00:00:00+09:00,755559.5056152344,122467.00561523438
mean_reversion,2023-07-31 00:00:00+09:00,742532.5173950195,122467.00561523438
mean_reversion,2023-08-01 00:00:00+09:00,735367.5173950195,22794.203369140625
mean_reversion,2023-08-02 00:00:00+09:00,759642.7033691406,22794.203369140625
mean_reversion,2023-08-03 00:00:00+09:00,778389.0173950195,22794.203369140625
mean_reversion,2023-08-04 00:00:00+09:00,778199.2033691406,22794.203369140625
mean_reversion,2023-08-07 00:00:00+09:00,774907.5173950195,22794.203369140625
mean_reversion,2023-08-08 00:00:00+09:00,770846.3893432617,22794.203369140625
mean_reversion,2023-08-09 00:00:00+09:00,776500.8314208984,22794.203369140625
mean_reversion,2023-08-10 00:00:00+09:00,766166.0753173828,22794.203369140625
mean_reversion,2023-08-14 00:00:00+09:00,780471.7033691406,22794.203369140625
mean_reversion,2023-08-15 00:00:00+09:00,774532.5753173828,22794.203369140625
mean_reversion,2023-08-16 00:00:00+09:00,790996.2033691406,22794.203369140625
mean_reversion,2023-08-17 00:00:00+09:00,798079.2033691406,22794.203369140625
mean_reversion,2023-08-18 00:00:00+09:00,803394.0173950195,22794.203369140625
mean_reversion,2023-08-21 00:00:00+09:00,799907.3893432617,122309.4013671875
mean_reversion,2023-08-22 00:00:00+09:00,789491.9013671875,140585.4013671875
mean_reversion,2023-08-23 00:00:00+09:00,785663.0814208984,140585.4013671875
mean_reversion,2023-08-24 00:00:00+09:00,781195.2213134766,140585.4013671875
mean_reversion,2023-08-25 00:00:00+09:00,793307.9013671875,140585.4013671875
mean_reversion,2023-08-28 00:00:00+09:00,781952.5814208984,140585.4013671875
mean_reversion,2023-08-29 00:00:00+09:00,781538.991394043,140585.4013671875
mean_reversion,2023-08-30 00:00:00+09:00,778690.5814208984,140585.4013671875
mean_reversion,2023-08-31 00:00:00+09:00,773150.4013671875,140585.4013671875
mean_reversion,2023-09-01 00:00:00+09:00,771329.2213134766,140585.4013671875
mean_reversion,2023-09-04 00:00:00+09:00,768020.4013671875,140585.4013671875
mean_reversion,2023-09-05 00:00:00+09:00,766491.0814208984,140585.4013671875
mean_reversion,2023-09-06 00:00:00+09:00,762431.7213134766,218531.69689941406
mean_reversion,2023-09-07 00:00:00+09:00,769831.6846923828,118746.39910888672
mean_reversion,2023-09-08 00:00:00+09:00,786011.3991088867,118746.39910888672
mean_reversion,2023-09-11 00:00:00+09:00,790971.6135253906,118746.39910888672
mean_reversion,2023-09-12 00:00:00+09:00,778452.9702758789,118746.39910888672
mean_reversion,2023-09-13 00:00:00+09:00,781169.3279418945,118746.39910888672
mean_reversion,2023-09-14 00:00:00+09:00,760737.9702758789,19267.603576660156
mean_reversion,2023-09-15 00:00:00+09:00,745188.4202270508,19267.603576660156
mean_reversion,2023-09-19 00:00:00+09:00,758555.6035766602,19267.603576660156
mean_reversion,2023-09-20 00:00:00+09:00,768103.6035766602,19267.603576660156
mean_reversion,2023-09-21 00:00:00+09:00,788017.9702758789,19267.603576660156
mean_reversion,2023-09-22 00:00:00+09:00,797020.4202270508,19267.603576660156
mean_reversion,2023-09-25 00:00:00+09:00,782289.2368774414,19267.603576660156
mean_reversion,2023-09-26 00:00:00+09:00,799611.9702758789,19267.603576660156
mean_reversion,2023-09-27 00:00:00+09:00,799611.9702758789,19267.603576660156
mean_reversion,2023-09-28 00:00:00+09:00,813115.6035766602,19267.603576660156
mean_reversion,2023-09-29 00:00:00+09:00,812297.2368774414,19267.603576660156
mean_reversion,2023-10-02 00:00:00+09:00,816252.7869262695,19267.603576660156
mean_reversion,2023-10-03 00:00:00+09:00,843941.9702758789,119026.59954833984
mean_reversion,2023-10-04 00:00:00+09:00,876075.2288208008,223924.0072631836
mean_reversion,2023-10-05 00:00:00+09:00,859571.0072631836,225900.0072631836
mean_reversion,2023-10-06 00:00:00+09:00,859999.5072631836,227836.5072631836
mean_reversion,2023-10-10 00:00:00+09:00,857600.5072631836,227836.5072631836
mean_reversion,2023-10-11 00:00:00+09:00,857680.9208374023,227836.5072631836
mean_reversion,2023-10-12 00:00:00+09:00,857397.0936889648,227836.5072631836
mean_reversion,2023-10-13 00:00:00+09:00,856605.5072631836,227836.5072631836
mean_reversion,2023-10-16 00:00:00+09:00,856140.5072631836,227836.5072631836
mean_reversion,2023-10-17 00:00:00+09:00,856003.9208374023,227836.5072631836
mean_reversion,2023-10-18 00:00:00+09:00,856536.714050293,227836.5072631836
mean_reversion,2023-10-19 00:00:00+09:00,856268.3004760742,227836.5072631836
mean_reversion,2023-10-20 00:00:00+09:00,856749.0936889648,227836.5072631836
mean_reversion,2023-10-23 00:00:00+09:00,857022.9208374023,227836.5072631836
mean_reversion,2023-10-24 00:00:00+09:00,856632.5072631836,227836.5072631836
mean_reversion,2023-10-25 00:00:00+09:00,855996.5072631836,227836.5072631836
mean_reversion,2023-10-26 00:00:00+09:00,857741.3004760742,227836.5072631836
mean_reversion,2023-10-27 00:00:00+09:00,855744.0936889648,227836.5072631836
mean_reversion,2023-10-30 00:00:00+09:00,856877.714050293,227836.5072631836
mean_reversion,2023-10-31 00:00:00+09:00,856096.9208374023,227836.5072631836
mean_reversion,2023-11-01 00:00:00+09:00,853359.0936889648,227836.5072631836
mean_reversion,2023-11-02 00:00:00+09:00,852941.9208374023,227836.5072631836
mean_reversion,2023-11-06 00:00:00+09:00,852513.5072631836,128108.5072631836
mean_reversion,2023-11-07 00:00:00+09:00,854543.5072631836,128108.5072631836
mean_reversion,2023-11-08 00:00:00+09:00,855186.5162963867,128108.5072631836
mean_reversion,2023-11-09 00:00:00+09:00,852363.5072631836,128108.5072631836
mean_reversion,2023-11-10 00:00:00+09:00,852486.5162963867,128108.5072631836
mean_reversion,2023-11-13 00:00:00+09:00,852925.4982299805,128108.5072631836
mean_reversion,2023-11-14 00:00:00+09:00,851630.4982299805,128108.5072631836
mean_reversion,2023-11-15 00:00:00+09:00,847994.5253295898,209531.90252685547
mean_reversion,2023-11-16 00:00:00+09:00,850423.7139282227,199535.80017089844
mean_reversion,2023-11-17 00:00:00+09:00,845478.7139282227,99559.29779052734
mean_reversion,2023-11-20 00:00:00+09:00,852570.7139282227,99559.29779052734
mean_reversion,2023-11-21 00:00:00+09:00,853246.7139282227,99559.29779052734
mean_reversion,2023-11-22 00:00:00+09:00,849652.881652832,99559.29779052734
mean_reversion,2023-11-24 00:00:00+09:00,842927.505859375,99559.29779052734
mean_reversion,2023-11-27 00:00:00+09:00,850136.7139282227,99559.29779052734
mean_reversion,2023-11-28 00:00:00+09:00,850899.881652832,99559.29779052734
mean_reversion,2023-11-29 00:00:00+09:00,854019.2977905273,99559.29779052734
mean_reversion,2023-11-30 00:00:00+09:00,848508.130065918,99559.29779052734
mean_reversion,2023-12-01 00:00:00+09:00,850049.4655151367,99559.29779052734
mean_reversion,2023-12-04 00:00:00+09:00,858226.2977905273,99559.29779052734
mean_reversion,2023-12-05 00:00:00+09:00,874348.2977905273,99559.29779052734
mean_reversion,2023-12-06 00:00:00+09:00,848255.881652832,99559.29779052734
mean_reversion,2023-12-07 00:00:00+09:00,869068.7139282227,99559.29779052734
mean_reversion,2023-12-08 00:00:00+09:00,891978.881652832,115515.09558105469
mean_reversion,2023-12-11 00:00:00+09:00,876254.0955810547,115515.09558105469
mean_reversion,2023-12-12 00:00:00+09:00,876156.8095092773,115515.09558105469
mean_reversion,2023-12-13 00:00:00+09:00,873003.3095092773,115515.09558105469
mean_reversion,2023-12-14 00:00:00+09:00,880163.5955810547,115515.09558105469
mean_reversion,2023-12-15 00:00:00+09:00,870307.5955810547,115515.09558105469
mean_reversion,2023-12-18 00:00:00+09:00,876369.5955810547,115515.09558105469
mean_reversion,2023-12-19 00:00:00+09:00,865140.1677246094,115515.09558105469
mean_reversion,2023-12-20 00:00:00+09:00,851310.9886169434,115515.09558105469
mean_reversion,2023-12-21 00:00:00+09:00,864738.381652832,115515.09558105469
mean_reversion,2023-12-22 00:00:00+09:00,864263.8095092773,115515.09558105469
mean_reversion,2023-12-25 00:00:00+09:00,861373.5234375,115515.09558105469
mean_reversion,2023-12-26 00:00:00+09:00,860477.5234375,115515.09558105469
mean_reversion,2023-12-27 00:00:00+09:00,850267.3095092773,115515.09558105469
mean_reversion,2023-12-28 00:00:00+09:00,852279.8095092773,115515.09558105469
mean_reversion,2023-12-29 00:00:00+09:00,855688.8095092773,115515.09558105469
mean_reversion,2024-01-04 00:00:00+09:00,858799.5955810547,115515.09558105469
mean_reversion,2024-01-05 00:00:00+09:00,855557.881652832,115515.09558105469
mean_reversion,2024-01-09 00:00:00+09:00,845857.3095092773,115515.09558105469
mean_reversion,2024-01-10 00:00:00+09:00,829529.0955810547,11951.095581054688
mean_reversion,2024-01-11 00:00:00+09:00,805047.3050842285,11951.095581054688
mean_reversion,2024-01-12 00:00:00+09:00,786148.5145874023,88301.09558105469
mean_reversion,2024-01-15 00:00:00+09:00,783813.0145874023,88301.09558105469
mean_reversion,2024-01-16 00:00:00+09:00,782567.3860778809,88301.09558105469
mean_reversion,2024-01-17 00:00:00+09:00,789729.5955810547,88301.09558105469
mean_reversion,2024-01-18 00:00:00+09:00,790819.5145874023,88301.09558105469
mean_reversion,2024-01-19 00:00:00+09:00,770422.8050842285,88301.09558105469
mean_reversion,2024-01-22 00:00:00+09:00,747690.5955810547,88301.09558105469
mean_reversion,2024-01-23 00:00:00+09:00,749559.0145874023,88301.09558105469
mean_reversion,2024-01-24 00:00:00+09:00,760613.676574707,88301.09558105469
mean_reversion,2024-01-25 00:00:00+09:00,758745.3050842285,88301.09558105469
mean_reversion,2024-01-26 00:00:00+09:00,777740.676574707,88301.09558105469
mean_reversion,2024-01-29 00:00:00+09:00,766218.8860778809,88301.09558105469
mean_reversion,2024-01-30 00:00:00+09:00,765907.5145874023,88301.09558105469
mean_reversion,2024-01-31 00:00:00+09:00,757344.0145874023,88301.09558105469
mean_reversion,2024-02-01 00:00:00+09:00,768243.0145874023,88301.09558105469
mean_reversion,2024-02-02 00:00:00+09:00,760458.0145874023,88301.09558105469
mean_reversion,2024-02-05 00:00:00+09:00,752361.5955810547,88301.09558105469
mean_reversion,2024-02-06 00:00:00+09:00,761080.8050842285,88301.09558105469
mean_reversion,2024-02-07 00:00:00+09:00,761392.176574707,88301.09558105469
mean_reversion,2024-02-08 00:00:00+09:00,733677.5955810547,88301.09558105469
mean_reversion,2024-02-09 00:00:00+09:00,732432.0145874023,88301.09558105469
mean_reversion,2024-02-13 00:00:00+09:00,697399.5145874023,88301.09558105469
mean_reversion,2024-02-14 00:00:00+09:00,702849.0145874023,88301.09558105469
mean_reversion,2024-02-15 00:00:00+09:00,688057.5145874023,88301.09558105469
