Strategy,Date,Portfolio Value,Cash
mean_reversion,2024-02-16 00:00:00+09:00,678092.676574707,88301.09558105469
mean_reversion,2024-02-19 00:00:00+09:00,679182.5955810547,88301.09558105469
mean_reversion,2024-02-20 00:00:00+09:00,680895.3050842285,88301.09558105469
mean_reversion,2024-02-21 00:00:00+09:00,684476.3860778809,88301.09558105469
mean_reversion,2024-02-22 00:00:00+09:00,658318.8050842285,88301.09558105469
mean_reversion,2024-02-26 00:00:00+09:00,655827.5955810547,88301.09558105469
mean_reversion,2024-02-27 00:00:00+09:00,654426.3050842285,88301.09558105469
mean_reversion,2024-02-28 00:00:00+09:00,655204.8050842285,88301.09558105469
mean_reversion,2024-02-29 00:00:00+09:00,656139.0145874023,88301.09558105469
mean_reversion,2024-03-01 00:00:00+09:00,634808.0955810547,88301.09558105469
mean_reversion,2024-03-04 00:00:00+09:00,629202.8860778809,88301.09558105469
mean_reversion,2024-03-05 00:00:00+09:00,629047.176574707,88301.09558105469
mean_reversion,2024-03-06 00:00:00+09:00,628891.5145874023,88301.09558105469
mean_reversion,2024-03-07 00:00:00+09:00,643060.176574707,88301.09558105469
mean_reversion,2024-03-08 00:00:00+09:00,640101.8860778809,88301.09558105469
mean_reversion,2024-03-11 00:00:00+09:00,663924.0145874023,88301.09558105469
mean_reversion,2024-03-12 00:00:00+09:00,663612.5955810547,88301.09558105469
mean_reversion,2024-03-13 00:00:00+09:00,667972.176574707,88301.09558105469
mean_reversion,2024-03-14 00:00:00+09:00,663456.8860778809,88301.09558105469
mean_reversion,2024-03-15 00:00:00+09:00,667349.3860778809,88301.09558105469
mean_reversion,2024-03-18 00:00:00+09:00,636209.3860778809,88301.09558105469
mean_reversion,2024-03-19 00:00:00+09:00,628735.8050842285,88301.09558105469
mean_reversion,2024-03-21 00:00:00+09:00,606315.0145874023,88301.09558105469
mean_reversion,2024-03-22 00:00:00+09:00,604602.3050842285,88301.09558105469
mean_reversion,2024-03-25 00:00:00+09:00,615657.0145874023,88301.09558105469
mean_reversion,2024-03-26 00:00:00+09:00,615657.0145874023,88301.09558105469
mean_reversion,2024-03-27 00:00:00+09:00,607560.5955810547,88301.09558105469
mean_reversion,2024-03-28 00:00:00+09:00,616435.5145874023,88301.09558105469
mean_reversion,2024-03-29 00:00:00+09:00,611608.8050842285,88301.09558105469
mean_reversion,2024-04-01 00:00:00+09:00,625154.676574707,88301.09558105469
mean_reversion,2024-04-02 00:00:00+09:00,624220.5145874023,88301.09558105469
mean_reversion,2024-04-03 00:00:00+09:00,634029.5955810547,88301.09558105469
mean_reversion,2024-04-04 00:00:00+09:00,624220.5145874023,88301.09558105469
mean_reversion,2024-04-05 00:00:00+09:00,646952.676574707,88301.09558105469
mean_reversion,2024-04-08 00:00:00+09:00,637299.3050842285,88301.09558105469
mean_reversion,2024-04-09 00:00:00+09:00,625933.176574707,88301.09558105469
mean_reversion,2024-04-10 00:00:00+09:00,630292.8050842285,88301.09558105469
mean_reversion,2024-04-11 00:00:00+09:00,633562.5145874023,88301.09558105469
mean_reversion,2024-04-12 00:00:00+09:00,630915.5955810547,88301.09558105469
mean_reversion,2024-04-15 00:00:00+09:00,639946.176574707,88301.09558105469
mean_reversion,2024-04-16 00:00:00+09:00,660810.0145874023,287594.5021972656
mean_reversion,2024-04-17 00:00:00+09:00,669843.508392334,312592.5054321289
mean_reversion,2024-04-18 00:00:00+09:00,669997.5054321289,324577.5054321289
mean_reversion,2024-04-19 00:00:00+09:00,660274.2027587891,158347.5054321289
mean_reversion,2024-04-22 00:00:00+09:00,667303.2027587891,73432.5054321289
mean_reversion,2024-04-23 00:00:00+09:00,668164.2027587891,73432.5054321289
mean_reversion,2024-04-24 00:00:00+09:00,689215.5054321289,73432.5054321289
mean_reversion,2024-04-25 00:00:00+09:00,670180.5054321289,73432.5054321289
mean_reversion,2024-04-26 00:00:00+09:00,676878.9067687988,73432.5054321289
mean_reversion,2024-04-30 00:00:00+09:00,687101.7027587891,73432.5054321289
mean_reversion,2024-05-01 00:00:00+09:00,684185.4067687988,73432.5054321289
mean_reversion,2024-05-02 00:00:00+09:00,683193.0054321289,73432.5054321289
mean_reversion,2024-05-07 00:00:00+09:00,696329.7027587891,73432.5054321289
mean_reversion,2024-05-08 00:00:00+09:00,682069.2027587891,73432.5054321289
mean_reversion,2024-05-09 00:00:00+09:00,678948.604095459,73432.5054321289
mean_reversion,2024-05-10 00:00:00+09:00,683358.3081054688,73432.5054321289
mean_reversion,2024-05-13 00:00:00+09:00,681412.5054321289,73432.5054321289
mean_reversion,2024-05-14 00:00:00+09:00,685250.7027587891,73432.5054321289
mean_reversion,2024-05-15 00:00:00+09:00,685802.7027587891,73432.5054321289
mean_reversion,2024-05-16 00:00:00+09:00,698307.0054321289,73432.5054321289
mean_reversion,2024-05-17 00:00:00+09:00,694714.5054321289,73432.5054321289
mean_reversion,2024-05-20 00:00:00+09:00,702308.104095459,73432.5054321289
mean_reversion,2024-05-21 00:00:00+09:00,699255.604095459,73432.5054321289
mean_reversion,2024-05-22 00:00:00+09:00,691591.5054321289,73432.5054321289
mean_reversion,2024-05-23 00:00:00+09:00,703234.8081054688,73432.5054321289
mean_reversion,2024-05-24 00:00:00+09:00,690849.604095459,73432.5054321289
mean_reversion,2024-05-27 00:00:00+09:00,697314.604095459,73432.5054321289
mean_reversion,2024-05-28 00:00:00+09:00,696954.604095459,73432.5054321289
mean_reversion,2024-05-29 00:00:00+09:00,688458.604095459,73432.5054321289
mean_reversion,2024-05-30 00:00:00+09:00,677039.104095459,73432.5054321289
mean_reversion,2024-05-31 00:00:00+09:00,687242.4067687988,73432.5054321289
mean_reversion,2024-06-03 00:00:00+09:00,698180.4067687988,73432.5054321289
mean_reversion,2024-06-04 00:00:00+09:00,695356.5054321289,73432.5054321289
mean_reversion,2024-06-05 00:00:00+09:00,686160.0054321289,73432.5054321289
mean_reversion,2024-06-06 00:00:00+09:00,692620.2027587891,73432.5054321289
mean_reversion,2024-06-07 00:00:00+09:00,690905.4067687988,73432.5054321289
mean_reversion,2024-06-10 00:00:00+09:00,700802.4067687988,73432.5054321289
mean_reversion,2024-06-11 00:00:00+09:00,701935.8081054688,73432.5054321289
mean_reversion,2024-06-12 00:00:00+09:00,695949.9067687988,73432.5054321289
mean_reversion,2024-06-13 00:00:00+09:00,692462.104095459,73432.5054321289
mean_reversion,2024-06-14 00:00:00+09:00,695400.3081054688,73432.5054321289
